,name,team,position,xP,cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
597,Tom King,WOL,GKP,0.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
598,Mario Lemina,WOL,MID,1.1,50,35,1297,0,1,5,28,0,0,0,2,1,0,0,196,216.4,66.3,36.0,31.8,17,0.25,0.46,0.71,27.88
599,Matheus Luiz Nunes,WOL,MID,1.1,50,80,2467,1,1,11,38,0,0,0,2,1,0,5,338,371.4,406.6,314.0,109.3,30,2.41,1.38,3.79,41.19
600,Pedro Lomba Neto,WOL,MID,1.5,55,37,962,0,2,5,15,0,0,0,1,0,0,0,124,96.8,309.5,203.0,60.9,13,1.12,1.64,2.76,14.34
601,Daniel Castelo Podence,WOL,MID,1.5,55,92,1760,6,1,6,31,0,0,0,5,0,0,10,249,376.0,512.8,580.0,146.8,20,3.88,2.19,6.07,28.24
602,José Malheiro de Sá,WOL,GKP,2.7,50,148,3240,0,0,11,55,0,2,0,2,0,108,18,683,862.2,0.0,0.0,86.4,36,0.00,0.00,0.00,54.63
603,Pablo Sarabia,WOL,MID,1.1,50,27,764,1,0,3,9,0,0,0,3,0,0,3,57,92.0,184.7,157.0,43.0,9,2.99,0.89,3.88,13.37
604,Matija Šarkić,WOL,GKP,0.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
605,Nélson Cabral Semedo,WOL,DEF,1.5,45,75,2633,0,1,8,43,0,0,0,11,1,0,5,424,455.0,229.4,88.0,76.8,31,0.53,0.91,1.44,50.02
606,Toti António Gomes,WOL,DEF,1.5,45,43,978,1,0,4,14,0,0,0,6,0,0,4,201,230.0,74.5,69.0,37.4,10,0.35,0.23,0.58,20.87
607,Boubacar Traoré,WOL,MID,0.5,45,14,405,0,1,0,9,0,0,0,2,0,0,0,44,54.4,16.9,7.0,7.9,4,0.07,0.06,0.13,7.62
608,Matheus Santos Carneiro Da Cunha,WOL,FWD,1.3,55,39,961,2,0,5,12,0,0,0,1,0,0,6,122,143.0,95.1,217.0,45.1,12,1.72,0.17,1.89,16.76
609,Matt Doherty,WOL,DEF,1.5,45,35,663,1,0,3,9,0,0,0,0,0,0,2,147,147.0,110.5,146.0,40.3,7,0.74,0.27,1.01,8.61
